State,FY,COLI (Cost of Living) Adjustment,EMI (Enrollment Mix) Adjustment,HECA (Inflation) Adjustment,CPI (Inflation) Adjustment,Total State Support,Total State and Local Support,Total Federal Stimulus,Total State and Local Support Excluding Federal Stimulus,Adjustments to State Support,Research - Agriculture - Medical (RAM),Total Independent Support,Total Financial Aid,Education Appropriations,Public Federal Stimulus,Education Appropriations Excluding Federal Stimulus,General Public Operations,State Public Financial Aid as a Percent of Education Appropriations,Net Tuition and Fee Revenue,Student Share,Total Education Revenue,Total Education Revenue Excluding Federal Stimulus,Net FTE Enrollment,State Tax Appropriations,Non-Tax Support,Local Appropriations,Federal Stimulus Used for Financial Aid,Agency Funding,Independent Operating,Non-Credit,State Public Financial Aid,Independent Financial Aid,Out-of-State Financial Aid,Agriculture and Extension Appropriations,Hospital Appropriations,Medical School Appropriations,Research Appropriations,Gross Tuition and Fee Revenue,Medical Tuition and Fee Revenue,Institutional Discounts and Waivers,Tuition and Fees Used for Debt Service,Gross FTE Enrollment,Medical FTE Enrollment
Connecticut,2016,1.187963,1.001642,0.786724,0.764959,1302886022,1302886022,0.0,1302886022,12945.0,297501236,9903858.0,41774110.0,995449585,0.0,995449585,963610676.0,0.0319844515279998,997100244,0.500414207709131,1992549829,1992549829,85705,1302873077.0,0.0,0,,,0.0,0.0,31838909.0,9903858.0,31343.0,4727983.0,0.0,289287000.0,3486253.0,1028939153.0,0.0,0.0,0.0,86289.0,584.0
Delaware,2016,1.032251,1.04089,0.786724,0.764959,230005700,230005700,0.0,230005700,0.0,9079086,408597.0,15832189.0,219180525,0.0,219180525,205094425.0,0.0642671149729201,637053033,0.750491391043561,848847889,848847889,36472,230005700.0,0.0,0,,,0.0,0.0,14086100.0,408597.0,1337492.0,2510000.0,0.0,2684400.0,3884686.0,651139133.0,0.0,0.0,7385669.0,36472.0,0.0
Florida,2016,0.953944,1.019976,0.786724,0.764959,4382879922,4408848149,0.0,4408848149,20713517.0,449975497,220034172.0,546594638.0,3736710937,0.0,3736710937,3388667918.0,0.0931415420855178,1956399948,0.343643394186235,5693110885,5693110885,598660,3525192921.0,836973484.0,25968227,,,21482553.0,2127543.0,348043019.0,198551619.0,0.0,157886080.0,0.0,292089417.0,0.0,2757996029.0,145471894.0,308081168.0,0.0,603553.0,4893.0
Georgia,2016,0.88005,1.009819,0.786724,0.764959,3058513508,3058513508,0.0,3058513508,36276714.0,304393527,70457050.0,636441550.0,2668665688,0.0,2668665688,2099701136.0,0.213201883832217,1623248637,0.378427301538049,4289459641,4289459641,346741,2377922293.0,644314501.0,0,,,3547852.0,14429443.0,568964552.0,66909198.0,567800.0,71592376.0,28840775.0,180920934.0,23039442.0,2769201056.0,46767694.0,530220173.0,2454684.0,353643.0,6902.0
Hawaii,2016,1.403817,1.019532,0.786724,0.764959,603948055,603948055,0.0,603948055,-4552975.0,94062894,0.0,4427486.0,508722595,0.0,508722595,505457675.0,0.00641787888348069,238218155,0.318925102158371,746940750,746940750,38414,598727230.0,9773800.0,0,,,0.0,0.0,3264920.0,0.0,1162566.0,17836175.0,0.0,36186643.0,40040076.0,329547029.0,10228756.0,77835198.0,0.0,38915.0,501.0
Idaho,2016,0.939717,0.97697,0.786724,0.764959,418879305,446082705,0.0,446082705,13980000.0,44643300,602314.0,6553805.0,400837091,0.0,400837091,394885600.0,0.0148476554032271,361895109,0.474472047987485,762732200,762732200,52744,404899305.0,0.0,27203400,,,0.0,0.0,5951491.0,602314.0,0.0,28736200.0,0.0,12795300.0,3111800.0,436952000.0,0.0,69105400.0,0.0,52787.0,43.0
Illinois,2016,0.939411,0.987444,0.786724,0.764959,3350027230,4163238165,0.0,4163238165,0.0,68154345,151122600.0,320728747.0,3902818523,0.0,3902818523,3733212376.0,0.0434573490928366,2418538308,0.388506437083605,6225220684,6225220684,342422,3350027230.0,0.0,813210935,,,0.0,41142697.0,169606147.0,151122600.0,0.0,2505183.0,27988700.0,5708251.0,31952211.0,3492973062.0,140425632.0,764402975.0,96136147.0,347418.0,4996.0
Indiana,2016,0.900031,1.007056,0.786724,0.764959,1739630019,1739630019,0.0,1739630019,0.0,226020874,81569658.0,316712322.0,1431900112,0.0,1431900112,1196896823.0,0.164119890089093,2205821617,0.612919813590032,3598874711,3598874711,249925,1732573003.0,7057016.0,0,,,0.0,0.0,235003289.0,81569658.0,139375.0,96455792.0,0.0,114325262.0,15239820.0,2944513850.0,51486438.0,452202506.0,38847018.0,255129.0,5204.0
Iowa,2016,0.920653,1.017111,0.786724,0.764959,849068059,879046636,0.0,879046636,0.0,130026361,50789421.0,61434750.0,698230854,0.0,698230854,687585525.0,0.0152461452240551,1130329849,0.618152761975876,1828560703,1828560703,132748,849068059.0,0.0,29978577,,,0.0,0.0,10645329.0,50789421.0,0.0,48153599.0,0.0,64417535.0,17455227.0,1200917528.0,59942350.0,0.0,0.0,134311.0,1563.0
Kansas,2016,0.924198,1.001955,0.786724,0.764959,766842487,985822756,0.0,985822756,0.0,196443685,10154198.0,21474464.0,777626330,0.0,777626330,766447576.0,0.0143754828877772,845375673,0.520871614106073,1623002003,1623002003,135366,754346047.0,12496440.0,218980269,,,0.0,1457031.0,11178754.0,10154198.0,141512.0,44927199.0,75667868.0,40991427.0,34857191.0,1005265908.0,62581028.0,86130453.0,0.0,138829.0,3463.0
Kentucky,2016,0.87029,1.004377,0.786724,0.764959,1191705100,1215421600,0.0,1215421600,3850400.0,213584900,65988600.0,226928300.0,910067500,0.0,910067500,755211000.0,0.170159356311482,1163413776,0.570167718817771,2040476403,2040476403,149314,961593800.0,226260900.0,23716500,,,0.0,19697400.0,154856500.0,65988600.0,6083200.0,75358200.0,57063200.0,60316100.0,20847400.0,1686522075.0,82410456.0,285841343.0,33004873.0,152489.0,3175.0
Louisiana,2016,0.91497,1.000753,0.786724,0.764959,1179534783,1179534783,0.0,1179534783,26911750.0,309870633,20152279.0,293317699.0,847813204,0.0,847813204,576346451.0,0.320196420295431,709611679,0.455631399463135,1557424883,1557424883,167897,1152623033.0,0.0,0,,,0.0,0.0,271466753.0,20152279.0,0.0,74998736.0,0.0,208201216.0,26670681.0,1302086611.0,86452335.0,234555844.0,0.0,173022.0,5125.0
Maine,2016,1.098886,1.026167,0.786724,0.764959,285813526,285813526,0.0,285813526,922393.0,35898530,2985445.0,20629236.0,246888861,0.0,246888861,229285760.0,0.0712996970730081,233032397,0.485563815137357,479921258,479921258,34604,279332291.0,5558842.0,0,,,0.0,0.0,17603101.0,2985445.0,40690.0,12916753.0,0.0,0.0,22981777.0,315940597.0,0.0,65305099.0,0.0,34604.0,0.0
Maryland,2016,1.189709,0.990881,0.786724,0.764959,1868491878,2242039886,0.0,2242039886,0.0,279462926,59344498.0,101089172.0,1902962149,0.0,1902962149,1818665548.0,0.0442975710495858,1863056376,0.494701861828999,3766018525,3766018525,234124,1860330385.0,8161493.0,373548008,,,42822240.0,0.0,84296601.0,16522258.0,270313.0,38320222.0,6532375.0,84272676.0,150337653.0,2096135698.0,55143766.0,93638955.0,0.0,236194.0,2070.0
Massachusetts,2016,1.243975,0.987311,0.786724,0.764959,1493700338,1493700338,0.0,1493700338,0.0,47796944,36748984.0,96275495.0,1409154410,0.0,1409154410,1347377759.0,0.0438395186230869,1071976171,0.432051492657814,2481130581,2481130581,169189,1493700338.0,0.0,0,,,2250140.0,0.0,61776651.0,34498844.0,0.0,0.0,0.0,47796944.0,0.0,1565617822.0,18612000.0,413253000.0,0.0,170255.0,1066.0
Michigan,2016,0.857267,1.008582,0.786724,0.764959,1825523600,2358214241,0.0,2358214241,0.0,146273587,3129586.0,8470800.0,2208811068,0.0,2208811068,2203469854.0,0.00241813982073002,4333198387,0.662365044992128,6542009455,6542009455,380128,1825523600.0,0.0,532690641,,,0.0,0.0,5341214.0,3129586.0,0.0,60503100.0,0.0,34677029.0,51093458.0,5230739494.0,222002248.0,670197645.0,0.0,386112.0,5984.0
Minnesota,2016,0.961356,0.989603,0.786724,0.764959,1532825000,1532825000,0.0,1532825000,0.0,192345870,64343702.0,173493068.0,1276135428,0.0,1276135428,1166986062.0,0.0855311776517813,1633436187,0.561400921901694,2909571615,2909571615,193197,1532825000.0,0.0,0,,,0.0,0.0,109149366.0,64343702.0,0.0,57290727.0,0.0,118843395.0,16211748.0,1862874427.0,35762854.0,84526020.0,0.0,197245.0,4048.0
Mississippi,2016,0.83345,1.008723,0.786724,0.764959,1045771892,1100516897,0.0,1100516897,900000.0,308606881,4723050.0,43440109.0,786466626,0.0,786466626,748469907.0,0.048313199497419,745579757,0.486656125606349,1532046383,1532046383,132692,1037740955.0,7130937.0,54745005,,,,0.0,37996719.0,4723050.0,720340.0,89346974.0,6229883.0,182524600.0,30505424.0,1086671957.0,25982468.0,277113013.0,0.0,134989.0,2297.0
Missouri,2016,0.852005,0.985412,0.786724,0.764959,1035360643,1181903251,0.0,1181903251,-31778750.0,13687640,24373875.0,119939826.0,1143841736,0.0,1143841736,1048275785.0,0.0835482287385254,1093528556,0.488756179480012,2237370292,2237370292,192781,933723053.0,133416340.0,146542608,,,0.0,0.0,95565951.0,24373875.0,0.0,0.0,11937640.0,0.0,1750000.0,1669857806.0,89584130.0,391179169.0,0.0,195457.0,2676.0
Montana,2016,0.978571,1.059349,0.786724,0.764959,259866199,267481058,0.0,267481058,2914206.0,51303642,0.0,2579041.0,216177416,0.0,216177416,213598375.0,0.0119302055123094,242275356,0.528463062712161,458452772,458452772,37952,256951993.0,0.0,7614859,,,0.0,0.0,2579041.0,0.0,0.0,21569592.0,0.0,7466489.0,22267561.0,286907424.0,0.0,42053027.0,0.0,37952.0,0.0
Nebraska,2016,0.949022,1.001357,0.786724,0.764959,747592380,904582773,0.0,904582773,0.0,194946037,4983439.0,17603156.0,704653297,0.0,704653297,692033580.0,0.0179091150977755,453256010,0.39736663550696,1140649389,1140649389,76442,722642380.0,24950000.0,156990393,,,0.0,0.0,12619717.0,4983439.0,0.0,77400064.0,0.0,103275709.0,14270264.0,629999842.0,34494074.0,129630041.0,17259918.0,78420.0,1978.0
Nevada,2016,1.053903,1.038213,0.786724,0.764959,624301334,624301334,0.0,624301334,-5066906.0,68138562,0.0,85692119.0,556162772,0.0,556162772,470470653.0,0.154077409194156,285118748,0.338910033350073,841281520,841281520,74451,543676121.0,85692119.0,0,,,0.0,0.0,85692119.0,0.0,0.0,8900824.0,0.0,50243089.0,8994649.0,384579759.0,13768892.0,0.0,0.0,75390.0,939.0
New Hampshire,2016,1.14418,1.039625,0.786724,0.764959,126592025,126592025,0.0,126592025,0.0,12339830,0.0,2670954.0,114252195,0.0,114252195,111581241.0,0.0233777040344827,414143401,0.783775270148164,528395596,528395596,38414,125601931.0,990094.0,0,,,0.0,0.0,2670954.0,0.0,0.0,11250488.0,0.0,0.0,1089342.0,548535411.0,0.0,131721056.0,0.0,38414.0,0.0
New Jersey,2016,1.140457,0.989993,0.786724,0.764959,2319113574,2520986574,0.0,2520986574,0.0,270368000,128815000.0,412788574.0,2121803574,0.0,2121803574,1836330000.0,0.134542884882519,2753478506,0.564783423977798,4875282080,4875282080,268296,2319113574.0,0.0,201873000,,,1500000.0,0.0,285473574.0,127315000.0,0.0,20931000.0,43841000.0,204559000.0,1037000.0,3038952080.0,0.0,0.0,0.0,274091.0,5795.0
New Mexico,2016,0.946305,0.988873,0.786724,0.764959,972681022,1097516492,0.0,1097516492,16567100.0,128807495,74871.0,87296293.0,960722026,0.0,960722026,875768104.0,0.0884271617605236,218369634,0.185201576271008,1179091660,1179091660,93379,834769400.0,121344522.0,124835470,,,0.0,5644600.0,84953922.0,74871.0,2267500.0,26306900.0,0.0,71490300.0,31010295.0,431311903.0,15846253.0,112142094.0,0.0,93803.0,424.0
New York,2016,1.057517,0.989115,0.786724,0.764959,5602512841,6409480699,0.0,6409480699,0.0,300572889,345149000.0,971397922.0,5763758810,0.0,5763758810,5101439888.0,0.114910936392913,3323391026,0.365724246433566,9087149836,9087149836,556311,5602512841.0,0.0,806967858,,,36070000.0,0.0,662318922.0,309079000.0,0.0,24920000.0,17055591.0,190243656.0,68353642.0,4530868948.0,157363000.0,387796000.0,0.0,561415.0,5104.0
North Carolina,2016,0.896213,0.98433,0.786724,0.764959,3829383471,4071612420,0.0,4071612420,4380685.0,482188796,110897219.0,254203734.0,3333192958,0.0,3333192958,3189886443.0,0.0429937650792313,1737277650,0.342626510300442,5070470608,5070470608,388322,3814258053.0,10744733.0,242228949,,,0.0,145333447.0,143306515.0,110897219.0,0.0,92253918.0,0.0,345198603.0,44736275.0,2079860503.0,58338351.0,140937987.0,0.0,390986.0,2664.0
North Dakota,2016,1.015662,1.020071,0.786724,0.764959,405723652,405723652,0.0,405723652,0.0,92854733,5412075.0,18743506.0,307456844,0.0,307456844,291824309.0,0.0508446479727737,285595025,0.481568375261288,593051869,593051869,36165,405723652.0,0.0,0,,,2301104.0,0.0,15632535.0,3110971.0,0.0,54083672.0,0.0,35246061.0,3525000.0,384137142.0,14892413.0,68017169.0,0.0,37873.0,1708.0
Ohio,2016,0.870595,1.009494,0.786724,0.764959,2226256398,2417283661,0.0,2417283661,0.0,216043564,54685158.0,132017729.0,2121992112,0.0,2121992112,2041986152.0,0.0377032315754433,3090883426,0.592932519387537,5212875538,5212875538,388777,2226256398.0,0.0,191027263,,,3046253.0,24189963.0,80005960.0,51638905.0,372864.0,24209491.0,0.0,155147303.0,36686770.0,4348422596.0,211820949.0,965712261.0,0.0,394892.0,6115.0
Oklahoma,2016,0.877256,1.011231,0.786724,0.764959,986345547,1029529160,0.0,1029529160,111216757.0,151923157,11200593.0,108717993.0,866370784,0.0,866370784,768888010.0,0.112518538021245,752620259,0.464869933810993,1618991043,1618991043,134960,849308152.0,25820638.0,43183613,,,0.0,0.0,97482774.0,11200593.0,34626.0,48589200.0,0.0,103085026.0,248931.0,1130637277.0,81811101.0,198723143.0,0.0,141044.0,6084.0
Oregon,2016,1.115894,1.008344,0.786724,0.764959,775852342,937518729,0.0,937518729,0.0,104621739,4961936.0,64344797.0,781368060,0.0,781368060,721985199.0,0.075998577418176,1242371710,0.613898945119807,2023739770,2023739770,151544,771732344.0,4119998.0,161666387,,,0.0,46566994.0,59382861.0,4961936.0,0.0,53274077.0,9481582.0,30310898.0,11555182.0,1455027911.0,15294006.0,137979334.0,0.0,152470.0,926.0
Pennsylvania,2016,0.959724,1.027127,0.786724,0.764959,1647532000,1764030374,0.0,1764030374,0.0,77551000,212908221.0,415537107.0,1470788978,0.0,1470788978,1240500119.0,0.156575050836423,3567415898,0.708072812797619,5038204876,5038204876,350435,1647532000.0,0.0,116498374,,,30442148.0,0.0,230288859.0,182466073.0,2782175.0,50549000.0,17431000.0,9571000.0,0.0,4648784867.0,,851080110.0,,352574.0,2139.0
Rhode Island,2016,1.203631,0.965323,0.786724,0.764959,179842845,179842845,0.0,179842845,0.0,0,58505.0,8398505.0,179611840,0.0,179611840,171444340.0,0.0454730601278847,285155909,0.613544957914023,464767749,464767749,32063,179842845.0,0.0,0,,,0.0,0.0,8167500.0,58505.0,172500.0,0.0,0.0,0.0,0.0,412381624.0,0.0,119058215.0,0.0,32063.0,0.0
South Carolina,2016,0.930178,1.015291,0.786724,0.764959,1026089319,1094043706,0.0,1094043706,0.0,120946318,87993707.0,347512675.0,873794368,0.0,873794368,613890300.0,0.297443056991642,1499805702,0.659387937841032,2274542217,2274542217,171202,709177410.0,316911909.0,67954387,,,4117203.0,7577210.0,259904068.0,83876504.0,3732103.0,38711211.0,0.0,82235107.0,0.0,2231311325.0,83697780.0,387903775.0,99057853.0,174999.0,3797.0
South Dakota,2016,0.938154,0.969914,0.786724,0.764959,219845861,219845861,0.0,219845861,1404327.0,43922783,1153075.0,8213578.0,174770003,0.0,174770003,167709500.0,0.0403988263363479,237585346,0.596100281682533,398566069,398566069,33674,211540708.0,6900826.0,0,,,0.0,0.0,7060503.0,1153075.0,0.0,20043468.0,0.0,15708425.0,8170890.0,252331649.0,7685800.0,0.0,13789280.0,34179.0,505.0
Tennessee,2016,0.868302,0.996218,0.786724,0.764959,1686000477,1686000477,0.0,1686000477,48366777.0,290168800,85089685.0,426374299.0,1310741992,0.0,1310741992,968989689.0,0.260731940447362,1096647346,0.461862508449906,2374402178,2374402178,183193,1279433700.0,358200000.0,0,,,467689.0,0.0,341752303.0,84621996.0,0.0,65160800.0,95899300.0,96387400.0,32721300.0,1774478327.0,114268887.0,221809791.0,32987160.0,187222.0,4029.0
Texas,2016,0.909418,0.999183,0.786724,0.764959,6760512569,8294968344,0.0,8294968344,538384933.0,1555146479,96151977.0,531185516.0,6643669888,0.0,6643669888,6208636349.0,0.0654809083434098,6221550698,0.48359456073146,12865220586,12865220586,1020366,6159350804.0,62776832.0,1534455775,,,0.0,0.0,435033539.0,96151977.0,0.0,101194086.0,964898628.0,267952533.0,221101232.0,7762168914.0,270898074.0,834686603.0,0.0,1028722.0,8356.0
Utah,2016,0.975545,1.019268,0.786724,0.764959,933251500,933251500,0.0,933251500,0.0,78270500,281426.0,15838926.0,851045314,0.0,851045314,835487814.0,0.0182804602106064,716136209,0.456958047609651,1567181523,1567181523,122066,921338200.0,11913300.0,0,,,0.0,3654260.0,15557500.0,281426.0,0.0,25390900.0,10596700.0,40370500.0,1912400.0,891985571.0,27505180.0,132786682.0,0.0,123408.0,1342.0
Vermont,2016,1.140446,0.973758,0.786724,0.764959,90234391,90234391,0.0,90234391,506785.0,19352929,5383308.0,19997040.0,60553365,0.0,60553365,50884422.0,0.159676394532327,338966632,0.879000336646186,385627420,385627420,20429,89727606.0,0.0,0,,,0.0,0.0,9668943.0,5383308.0,4944789.0,9572954.0,0.0,9779975.0,0.0,507886426.0,23327554.0,135923297.0,13892577.0,20885.0,456.0
Virginia,2016,0.964973,1.023269,0.786724,0.764959,1861817203,1884305806,0.0,1884305806,0.0,195618201,93403247.0,251377064.0,1595094358,0.0,1595094358,1408719959.0,0.116842240752255,2375027143,0.602041947203168,3944952929,3944952929,310368,1861817203.0,0.0,22488603,,,28590582.0,0.0,186374399.0,64812665.0,190000.0,83436031.0,0.0,63914396.0,48267774.0,3083005375.0,94963023.0,426640810.0,25168572.0,312583.0,2215.0
Washington,2016,1.08211,0.990187,0.786724,0.764959,1770882000,1770882000,0.0,1770882000,0.0,96223789,40486000.0,324464917.0,1634172211,0.0,1634172211,1350193294.0,0.173775392268006,1372283574,0.456445619738259,3006455785,3006455785,240788,1770882000.0,0.0,0,,,0.0,0.0,283978917.0,40486000.0,0.0,22200000.0,6583789.0,33953000.0,33487000.0,1695548491.0,39286000.0,0.0,0.0,244756.0,3968.0
West Virginia,2016,0.897032,1.024591,0.786724,0.764959,486264899,486264899,0.0,486264899,0.0,144843218,8888116.0,89545449.0,326172203,0.0,326172203,245572770.0,0.247106995196645,495363101,0.643565328195794,769716887,769716887,71026,448008430.0,38256469.0,0,,,0.0,6303462.0,80599433.0,8888116.0,57900.0,38934968.0,8369142.0,94372162.0,3166946.0,783328367.0,105770759.0,101595074.0,51818417.0,72853.0,1827.0
Wisconsin,2016,0.942542,1.001632,0.786724,0.764959,1471162500,1693778081,0.0,1693778081,0.0,177529362,37756486.0,145531976.0,1478492233,0.0,1478492233,1364178743.0,0.0773176128007431,1289063320,0.465776854452901,2767555553,2767555553,217856,1471162500.0,0.0,222615581,,,6538000.0,0.0,114313490.0,31218486.0,0.0,30220100.0,20845198.0,43847488.0,82616576.0,1586559805.0,26744554.0,156438441.0,0.0,218948.0,1092.0
Wyoming,2016,0.990072,0.956238,0.786724,0.764959,419149337,455705483,0.0,455705483,21910541.0,46128023,0.0,28683012.0,406852376,0.0,406852376,378169364.0,0.0704998021198726,59434380,0.127687935893908,465465900,465465900,23812,397238796.0,0.0,36556146,,,0.0,2725084.0,28683012.0,0.0,0.0,15537506.0,17372443.0,0.0,13218074.0,128748447.0,0.0,40631055.0,820856.0,23849.0,37.0
U.S.,2016,1.0,1.0,0.786724,0.764959,83213556024,92988663349,0.0,92988663349,913153016.0,10015207930,2435872982.0,10163326265.0,80167001185,0.0,80167001185,72280438856.0,0.0983423025118112,71498510326,0.473788796713878,150907980142,150907980142,11091114,78862544207.0,3437858801.0,9775107325,,,196441974.0,333248324.0,7883807482.0,2239431008.0,37332928.0,2069174091.0,1497769814.0,4813049753.0,1635214272.0,95432144325.0,2956817156.0,13093009361.0,757531369.0,11241019.0,149905.0
D.C.,2016,1.497852,0.966775,0.786724,0.764959,82862556,82862556,0.0,82862556,6327357.0,4592727,0.0,6327357.0,78269829,0.0,78269829,71942472.0,0.0808403069335951,32054220,0.290546080302038,110324049,110324049,4041,76535199.0,0.0,0,,,0.0,0.0,6327357.0,0.0,0.0,1078410.0,0.0,0.0,3514317.0,40327222.0,0.0,1945645.0,0.0,4041.0,0.0
Alabama,2015,0.876645,1.020407,0.773417,0.756908,1468403494,1470992356,0.0,1470992356,0.0,404888889,14880173.0,63383773.0,1037785642,0.0,1037785642,977807606.0,0.0577942434088908,2016926705,0.691739851023934,2915730100,2915730100,193411,1468403494.0,0.0,2588862,,,12512898.0,12399190.0,59978036.0,2367275.0,0.0,67894226.0,0.0,331846313.0,5148350.0,2249882988.0,172978247.0,0.0,138982247.0,202518.0,9107.0
Alaska,2015,1.240699,0.97226,0.773417,0.756908,400419936,401419936,0.0,401419936,-117010.0,37050229,557391.0,18255346.0,361042116,0.0,361042116,346114361.0,0.0413462982252187,93633063,0.205933966322802,454675179,454675179,19934,400536946.0,0.0,1000000,,,0.0,0.0,14927755.0,557391.0,2770200.0,7364900.0,2200000.0,2325723.0,25159606.0,126552497.0,0.0,17991679.0,0.0,19934.0,0.0
Arizona,2015,0.964115,1.016214,0.773417,0.756908,936524670,1762835970,0.0,1762835970,91449470.0,236723600,195300.0,15406000.0,1521823070,0.0,1521823070,1510706370.0,0.00730485706199736,1970391400,0.579878140125274,3397940470,3397940470,274454,840328300.0,4746900.0,826311300,,,0.0,0.0,11116700.0,195300.0,4094000.0,43288400.0,0.0,69585300.0,123849900.0,2685595600.0,24086100.0,680001400.0,94274000.0,275211.0,757.0
Arkansas,2015,0.851381,1.004731,0.773417,0.756908,991233464,1024083327,0.0,1024083327,5750300.0,209951114,9516793.0,136062072.0,799621607,0.0,799621607,678070141.0,0.152011232482866,562211948,0.448149003561548,1254520134,1254520134,118416,878912948.0,106570216.0,32849863,,,0.0,0.0,121551466.0,9516793.0,4993813.0,68324273.0,0.0,104768455.0,36858386.0,851431159.0,37498707.0,130169038.0,107313421.0,121041.0,2625.0
California,2015,1.268947,0.974561,0.773417,0.756908,12331766966,14638115966,0.0,14638115966,5781000.0,666528000,199088888.0,2160662339.0,13772499078,0.0,13772499078,11810925627.0,0.142426834802508,4643130011,0.252129861464979,18415629089,18415629089,1563541,12003083966.0,322902000.0,2306349000,,,0.0,0.0,1961573451.0,199088888.0,0.0,,94162000.0,295530000.0,276836000.0,8374219462.0,61611000.0,1707905000.0,0.0,1577992.0,14451.0
Colorado,2015,1.046565,1.024068,0.773417,0.756908,783159811,849527081,0.0,849527081,0.0,117309026,8300648.0,154507750.0,723882228,0.0,723882228,577710305.0,0.201927768559612,1647921581,0.694796751209703,2371803809,2371803809,181867,762040250.0,21119561.0,66367270,,,0.0,0.0,146171923.0,8300648.0,35179.0,27966390.0,0.0,89342636.0,0.0,1893959318.0,99865814.0,,,187775.0,5908.0
